"license_number","license_type","establishment","street_address","city_town","province","postal_code","location"
"006947","Eating Establishment","Peacock Modern Indian Cuisine","27 Dellridge LN","Bedford","NS","B4A 0H2","27 Dellridge LN
Bedford, NS B4A 0H2
(44.70175, -63.68768)"
"006948","Eating Establishment","Peacock Wine Bar","1715 Lower Water ST","Halifax","NS","B3J 0J4","1715 Lower Water ST
Halifax, NS B3J 0J4
(44.64828, -63.57176)"
"006949","Lounge","Peacock Wine Bar","1715 Lower Water ST","Halifax","NS","B3J 0J4","1715 Lower Water ST
Halifax, NS B3J 0J4
(44.64828, -63.57176)"
"006950","Eating Establishment","Mud Slide Cafe","8787 Highway 215","Maitland","NS","B0N 1T0","8787 Highway 215
Maitland, NS B0N 1T0
(45.31814, -63.49769)"
"006951","Eating Establishment","Chester's Cafe","43 Queen ST","Chester","NS","B0J 1J0","43 Queen ST
Chester, NS B0J 1J0
(44.55713, -64.22299)"
"006952","Special Premises","Hants Border Community Club","13893 Highway #1","Hants Border","NS","B0P 1P0","13893 Highway #1
Hants Border, NS B0P 1P0
(45.07137, -64.19337)"
"006953","Special Premises","Vicar's View Venue","1450 Westside Big Baddeck","Baddeck","NS","B0E 1B0","1450 Westside Big Baddeck
Baddeck, NS B0E 1B0
(46.15669, -60.77384)"
"006954","Special Premises","Nine Mile River Community Hall","7160 Highway 14","Nine Mile River","NS","B2S 2V4","7160 Highway 14
Nine Mile River, NS B2S 2V4
(45.02498, -63.56151)"
"006955","Special Premises","Interlude Spa Halifax","1715 Lower Water ST","Halifax","NS","B3J 0J4","1715 Lower Water ST
Halifax, NS B3J 0J4
(44.64828, -63.57176)"
"006957","Eating Establishment","The Salt Banker","2732 Highway #330","Clark's Harbour","NS","B0W 1P0",
"006959","Eating Establishment","Glitter Bean Cafe Co-Op","5896 Spring Garden RD","Halifax","NS","B3H 3B8","5896 Spring Garden RD
Halifax, NS B3H 3B8
(44.64092, -63.58487)"
"006960","Lounge","Nova Scotia Rollies","149 Water ST","Shelburne","NS","B0W 1T0","149 Water ST
Shelburne, NS B0W 1T0
(43.76239, -65.32304)"
"006961","Eating Establishment","The Deck Restaurant & Shop","9 Fire Hall Rd  Hwy 329","Blandford","NS","B0J 1C0","9 Fire Hall Rd  Hwy 329
Blandford, NS B0J 1C0
(44.50564, -64.12147)"
"006962","Eating Establishment","Xaymaca Seafood, Carribean Cuisine & Beer Garden","210 Waverley RD","Dartmouth","NS","B2X 2C4","210 Waverley RD
Dartmouth, NS B2X 2C4
(44.69397, -63.54691)"
"006963","Eating Establishment","Buta Ramen","1595 Bedford Hwy.","Bedford","NS","B4A 3Y4","1595 Bedford Hwy.
Bedford, NS B4A 3Y4
(44.73219, -63.6556)"
"006965","Eating Establishment","First Sight Coffee & Bar","5657 Spring Garden RD","Halifax","NS","B3J 1H1","5657 Spring Garden RD
Halifax, NS B3J 1H1
(44.64251, -63.57894)"
"006966","Lounge","East Avenue Restaurant","200 Provost ST","New Glasgow","NS","B2H 5E1","200 Provost ST
New Glasgow, NS B2H 5E1
(45.59324, -62.64221)"
"006967","Lounge","Diners Delight Family Restaurant","7182 Hwy #1","Coldbrook","NS","B4R 1A2","7182 Hwy #1
Coldbrook, NS B4R 1A2
(45.06775, -64.56667)"
"006968","Eating Establishment","Darya","1709 Lower Water ST","Halifax","NS","B3J 1S5","1709 Lower Water ST
Halifax, NS B3J 1S5
(44.64806, -63.57164)"
"006969","Lounge","Darya","1709 Lower Water ST","Halifax","NS","B3J 1S5","1709 Lower Water ST
Halifax, NS B3J 1S5
(44.64806, -63.57164)"
"006970","Eating Establishment","North Brewing Taproom Timberlea","501 Timberlea Village Parkw","Timberlea","NS","B3T 1B8","501 Timberlea Village Parkw
Timberlea, NS B3T 1B8
(44.64715, -63.71671)"
"006971","Lounge","North Brewing Taproom Timberlea","501 Timberlea Village Parkw","Timberlea","NS","B3T 1B8","501 Timberlea Village Parkw
Timberlea, NS B3T 1B8
(44.64715, -63.71671)"
"006975","Eating Establishment","Top Shelf Restaurant & Lounge","151 Lower North ST","Glace Bay","NS","B1A6B4","151 Lower North ST
Glace Bay, NS B1A6B4
(46.19841, -59.95369)"
"006976","Lounge","Top Shelf Restaurant & Lounge","151 Lower North ST","Glace Bay","NS","B1A6B4","151 Lower North ST
Glace Bay, NS B1A6B4
(46.19841, -59.95369)"
"006977","Special Premises","Eau Spa","153 Greenwich RD","Wolfville","NS","B0J 2M0","153 Greenwich RD
Wolfville, NS B0J 2M0
(44.73751, -64.57156)"
"006978","Eating Establishment","Dhaba 2 Bedford","811 Bedford Hwy.","Bedford","NS","B4A 1A4","811 Bedford Hwy.
Bedford, NS B4A 1A4
(44.70971, -63.66855)"
"006979","Eating Establishment","Public","1589 South Park ST","Halifax","NS","B3J 2L2","1589 South Park ST
Halifax, NS B3J 2L2
(44.644, -63.58061)"
"006980","Lounge","Public","1589 South Park ST","Halifax","NS","B3J 2L2","1589 South Park ST
Halifax, NS B3J 2L2
(44.644, -63.58061)"
"006981","Special Premises","Parrsboro Band Association-The Hall","44 King ST","Parrsboro","NS","B0M 1S0","44 King ST
Parrsboro, NS B0M 1S0
(45.40737, -64.56351)"
"006982","Eating Establishment","India Paradise","1537 Barrington ST","Halifax","NS","B3J 1Z4","1537 Barrington ST
Halifax, NS B3J 1Z4
(44.64493, -63.5729)"
"006983","Club","Gore District Volunteer Fire Department","1020 Highway 202","West Gore","NS","B0N 1P0","1020 Highway 202
West Gore, NS B0N 1P0
(45.09632, -63.77216)"
"006985","Eating Establishment","Seoa's Chicken","813 Bedford Hwy.","Bedford","NS","B4A 1A4","813 Bedford Hwy.
Bedford, NS B4A 1A4
(44.70972, -63.66858)"
"006986","Club","Isle Madame New Horizons Senior Citizens Club","2373 Highway 206","Arichat","NS","B0E 1A0","2373 Highway 206
Arichat, NS B0E 1A0
(45.51102, -61.02573)"
"006987","Special Premises","Steele Wheels","66 Otter Lake CT","Halifax","NS","B3S 1L9","66 Otter Lake CT
Halifax, NS B3S 1L9
(44.64792, -63.66972)"
"006988","Eating Establishment","Sushi Jet (Dartmouth)","535 Portland ST","Dartmouth","NS","B2Y 4B1","535 Portland ST
Dartmouth, NS B2Y 4B1
(44.67122, -63.53879)"
"006989","Cabaret","Ocean Lanes Bowling Lanes & Sports Bar","45 Lake RD","Tatamagouche","NS","B0K 1V0","45 Lake RD
Tatamagouche, NS B0K 1V0
(45.71487, -63.30239)"
"006990","Special Premises","The August House","494 King ST","Windsor","NS","B0N 2T0","494 King ST
Windsor, NS B0N 2T0
(44.99123, -64.13175)"
"006991","Eating Establishment","Pur & Simple (Truro)","245 Robie ST","Truro","NS","B2N 5N6","245 Robie ST
Truro, NS B2N 5N6
(45.37051, -63.30295)"
"006992","Eating Establishment","Wing'N It","26 Peakview WA","Halifax","NS","B3M 0G1","26 Peakview WA
Halifax, NS B3M 0G1
(44.69966, -63.68637)"
"006993","Eating Establishment","Alexandra's Pizza","228 Charlotte ST","Sydney","NS","B1P 1C5","228 Charlotte ST
Sydney, NS B1P 1C5
(46.1399, -60.19526)"
"006994","Eating Establishment","Harv's Diner","82 Main ST","Yarmouth","NS","B5A 1B1","82 Main ST
Yarmouth, NS B5A 1B1
(43.82756, -66.12144)"
"006996","Eating Establishment","Salt + Ash Restaurant and Bar","1741 Lower Water ST","Halifax","NS","B3J 0J2","1741 Lower Water ST
Halifax, NS B3J 0J2
(44.64832, -63.57179)"
"006997","Lounge","Salt + Ash Restaurant and Bar","1741 Lower Water ST","Halifax","NS","B3J 0J2","1741 Lower Water ST
Halifax, NS B3J 0J2
(44.64832, -63.57179)"
"006998","Eating Establishment","Cha Baa Thai Restaurant","26 Crane Lake DR","Halifax","NS","B3S 1B4","26 Crane Lake DR
Halifax, NS B3S 1B4
(44.63814, -63.66839)"
"006999","Eating Establishment","Roof Hound Brewing Co.","573 Main ST","Kingston","NS","B0P 1R0","573 Main ST
Kingston, NS B0P 1R0
(44.98735, -64.94964)"
"007000","Lounge","Roof Hound Brewing Co.","573 Main ST","Kingston","NS","B0P 1R0","573 Main ST
Kingston, NS B0P 1R0
(44.98735, -64.94964)"
"007001","Eating Establishment","Happy Plate Restaurant Ltd.","19 Alma CR","Halifax","NS","B3N 2C4","19 Alma CR
Halifax, NS B3N 2C4
(44.65936, -63.6325)"
"007002","Eating Establishment","Modern Orchid Asian Cuisine","11 Bloom LN","Bedford","NS","B4B 1S8","11 Bloom LN
Bedford, NS B4B 1S8
(44.70755, -63.70984)"
"007003","Eating Establishment","Taco Bros","615 Prince ST","Truro","NS","B2N 1G2","615 Prince ST
Truro, NS B2N 1G2
(45.36531, -63.28278)"
"007004","Special Premises","Oxford Arena","70 Waverley ST","Oxford","NS","B0M 1P0","70 Waverley ST
Oxford, NS B0M 1P0
(45.73403, -63.86687)"
"007005","Cabaret","Firkinstein Brewing","673 King ST","Bridgewater","NS","B4V 1B5","673 King ST
Bridgewater, NS B4V 1B5
(44.37904, -64.52067)"
"007006","Eating Establishment","Sabrosa","153 Hector Gate","Dartmouth","NS","B3B 0B5","153 Hector Gate
Dartmouth, NS B3B 0B5
(44.70517, -63.56222)"
"007007","Special Premises","Lismore & District Community Centre","4699 Shore RD","Merigomish","NS","B0K 1G0","4699 Shore RD
Merigomish, NS B0K 1G0
(45.70473, -62.26204)"
"007008","Special Premises","The Loft Spa","41 Hwy 330","Barrington Passage","NS","B0W 1G0","41 Hwy 330
Barrington Passage, NS B0W 1G0
(43.51958, -65.61578)"
"007009","Eating Establishment","The North Grill","51 Supreme CT","Halifax","NS","B3N 2L4","51 Supreme CT
Halifax, NS B3N 2L4
(44.6579, -63.6336)"
"007010","Eating Establishment","Ben & Florentine","26 Peakview WA","Halifax","NS","B3M 0G1","26 Peakview WA
Halifax, NS B3M 0G1
(44.69966, -63.68637)"
"007012","Eating Establishment","Duck King","51 Supreme CT","Halifax","NS","B3N 2L4","51 Supreme CT
Halifax, NS B3N 2L4
(44.6579, -63.6336)"
"007013","Cabaret","Haliente Creative Studio & Entertainment","1678 Barrington ST","Hallifax","NS","B3J 2A2","1678 Barrington ST
Hallifax, NS B3J 2A2
(44.647, -63.57393)"
"007014","Eating Establishment","Amelia's BBQ","468 Main ST","Yarmouth","NS","B5A 1C9","468 Main ST
Yarmouth, NS B5A 1C9
(43.84108, -66.11892)"
"007015","Eating Establishment","Swiss Chalet -New Minas","9269 Commercial ST","New Minas","NS","B4N 3G2","9269 Commercial ST
New Minas, NS B4N 3G2
(45.06872, -64.44334)"
"007016","Eating Establishment","Rudy's Catering","1681 Granville ST","Halifax","NS","B3J 1X2","1681 Granville ST
Halifax, NS B3J 1X2
(44.64719, -63.57334)"
"007017","Eating Establishment","Shipwright Brewing Taproom + Pizza","80 Montague ST","Lunenburg","NS","B0J 2C0","80 Montague ST
Lunenburg, NS B0J 2C0
(44.37658, -64.31144)"
"007018","Eating Establishment","Nook & Cranny on the Water","50 Caladh AV","Pictou","NS","B0K 1H0","50 Caladh AV
Pictou, NS B0K 1H0
(45.67519, -62.71054)"
"007019","Special Premises","The Studio Lounge Hair and Esthetics","18 Wilfred Jackson WA","Westphal","NS","B2Z 1A8","18 Wilfred Jackson WA
Westphal, NS B2Z 1A8
(44.70173, -63.47158)"
"007021","Lounge","Shipwright Brewing Taproom + Pizza","80 Montague ST","Lunenburg","NS","B0J 2C0","80 Montague ST
Lunenburg, NS B0J 2C0
(44.37658, -64.31144)"
"007022","Eating Establishment","Stardust Bar and Restaurant","1688 Barrington ST","Halifax","NS","B3J 3K4","1688 Barrington ST
Halifax, NS B3J 3K4
(44.64717, -63.57402)"
"007023","Lounge","Stardust Bar and Restaurant","1688 Barrington ST","Halifax","NS","B3J 3K4","1688 Barrington ST
Halifax, NS B3J 3K4
(44.64717, -63.57402)"
"007024","Eating Establishment","Mera Cafe & Bar","1595 Barrington ST","Halifax","NS","B3J 0J8","1595 Barrington ST
Halifax, NS B3J 0J8
(44.64612, -63.57348)"
"007025","Lounge","Mera Cafe & Bar","1595 Barrington ST","Halifax","NS","B3J 0J8","1595 Barrington ST
Halifax, NS B3J 0J8
(44.64612, -63.57348)"
"007026","Eating Establishment","Table 44","27 Main ST","Sherbrooke","NS","B0J 3C0","27 Main ST
Sherbrooke, NS B0J 3C0
(45.14139, -61.98366)"
"007027","Eating Establishment","Au Liban Lebanese Cuisine","1460 Lower Water ST","Halifax","NS","B3J 3Z2","1460 Lower Water ST
Halifax, NS B3J 3Z2
(44.64458, -63.56999)"
"007028","Club","Brooklyn Marina, Queens Recreational Boating Association","100 Brooklyn Shore RD","Brooklyn","NS","B0J 1H0","100 Brooklyn Shore RD
Brooklyn, NS B0J 1H0
(44.05059, -64.68898)"
"007029","Eating Establishment","Kenny's Pizza-Kearney Lake","122 Kearney Lake RD","Halifax","NS","B3M 3N1","122 Kearney Lake RD
Halifax, NS B3M 3N1
(44.68369, -63.67454)"
"007030","Club","Linacy Fire Department","6735 Highway #4","Linacy","NS","B2H 0C9","6735 Highway #4
Linacy, NS B2H 0C9
(45.59838, -62.57493)"
"007031","Special Premises","Steinhart Distillery Ltd.","5963 Highway 245","Arisaig","NS","B2G 2L1","5963 Highway 245
Arisaig, NS B2G 2L1
(45.74938, -62.17952)"
"007033","Special Premises","Good Robot Brewing Company","2223 North Park ST","Halifax","NS","B3K 4B3","2223 North Park ST
Halifax, NS B3K 4B3
(44.65089, -63.58684)"
"007034","Eating Establishment","FOOD F.A.C.T.O.R.Y","11 West Dover RD","West Dover","NS","B3Z 3S4","11 West Dover RD
West Dover, NS B3Z 3S4
(44.49515, -63.87633)"
"007035","Eating Establishment","Latitude 44","1505 Barrington ST","Halifax","NS","B3J 3K5","1505 Barrington ST
Halifax, NS B3J 3K5
(44.64428, -63.57257)"
"007036","Special Premises","The Lunenburg Inn","26 Dufferin ST","Lunenburg","NS","B0J 2C0","26 Dufferin ST
Lunenburg, NS B0J 2C0
(44.37884, -64.31794)"
"007037","Eating Establishment","Zen House","1463 Brenton ST","Halifax","NS","B3J 3S7","1463 Brenton ST
Halifax, NS B3J 3S7
(44.64199, -63.57846)"
"007038","Special Premises","TiKi Tours Halifax","4 Government Wharf Rd. (D","Eastern Passage","NS","B3G 1M7","4 Government Wharf Rd. (D
Eastern Passage, NS B3G 1M7
(44.61001, -63.49313)"
"007039","Special Premises","Atlantic Splash Adventure","1200 Lucasville RD","Hammonds Plains","NS","B4B 1P7","1200 Lucasville RD
Hammonds Plains, NS B4B 1P7
(44.74131, -63.74775)"
"007040","Lounge","Grand View Restaurant","557 Water ST","Brier Island","NS","B0V 1H0","557 Water ST
Brier Island, NS B0V 1H0
(44.2747, -66.34496)"
"007041","Eating Establishment","The Dukes Public House","2057 Gottingen ST","Halifax","NS","B3K 3B1","2057 Gottingen ST
Halifax, NS B3K 3B1
(44.65138, -63.58247)"
"007042","Lounge","The Dukes Public House","2057 Gottingen ST","Halifax","NS","B3K 3B1","2057 Gottingen ST
Halifax, NS B3K 3B1
(44.65138, -63.58247)"
"007043","Eating Establishment","Purple Lotus Thai Restaurant","8772 Commercial ST","New Minas","NS","B4N3C5","8772 Commercial ST
New Minas, NS B4N3C5
(45.07101, -64.4726)"
"007044","Beverage Room","Truro Brewing Company","72 Inglis PL","Truro","NS","B2N 3C2","72 Inglis PL
Truro, NS B2N 3C2
(45.36348, -63.27672)"
"007045","Eating Establishment","Gabriel Pizza","48 Nova Landing","Antigonish","NS","B2G 0G6","48 Nova Landing
Antigonish, NS B2G 0G6
(45.62604, -61.97409)"
"007046","Eating Establishment","The Cannery Restaurant","1650 Bedford Row","Halifax","NS","B3J 1T2","1650 Bedford Row
Halifax, NS B3J 1T2
(44.64686, -63.57169)"
"007047","Lounge","The Cannery Restaurant","1650 Bedford Row","Halifax","NS","B3J 1T2","1650 Bedford Row
Halifax, NS B3J 1T2
(44.64686, -63.57169)"
"007048","Eating Establishment","Simply Put Cafe","1474 Lower Water ST","Halifax","NS","B3J 1R9","1474 Lower Water ST
Halifax, NS B3J 1R9
(44.6446, -63.57)"
"007050","Eating Establishment","Mr Yan Chinese Barbecue","1022 Barrington ST","Halifax","NS","B3H 2P9","1022 Barrington ST
Halifax, NS B3H 2P9
(44.63652, -63.56958)"
"007051","Special Premises","Cineplex- New Minas","8944 Commercial ST","New Minas","NS","B4N 3C9","8944 Commercial ST
New Minas, NS B4N 3C9
(45.06788, -64.46291)"
"007052","Special Premises","Cineplex Scotiabank Theatre Halifax","190 Chain Lake DR","Bayers Lake","NS","B3S 1C5","190 Chain Lake DR
Bayers Lake, NS B3S 1C5
(44.64929, -63.67175)"
"007053","Special Premises","Cineplex Cinemas, Lower Sackville","760 Sackville DR","Lwr. Sackville","NS","B4E 1R7","760 Sackville DR
Lwr. Sackville, NS B4E 1R7
(44.7724, -63.69269)"
"007054","Special Premises","Cineplex Cinemas, New Glasgow","612 East River RD","New Glasgow","NS","B2H 3S2","612 East River RD
New Glasgow, NS B2H 3S2
(45.57774, -62.64237)"
"007056","Special Premises","Cineplex Cinemas, Park Lane","5657 Spring Garden RD","Halifax","NS","B3J 3R4","5657 Spring Garden RD
Halifax, NS B3J 3R4
(44.64251, -63.57894)"
"007057","Special Premises","Cineplex Cinemas, Yarmouth","136 Starrs RD","Yarmouth","NS",,"136 Starrs RD
Yarmouth, NS 
(43.84047, -66.09444)"
"007058","Special Premises","Cineplex- Dartmouth Crossing","145 Shubie DR","Dartmouth Crossing","NS",,"145 Shubie DR
Dartmouth Crossing, NS 
(44.70739, -63.56061)"
"007059","Eating Establishment","The Freight Shed Terrace","22 Water ST","Baddeck","NS","B0E 1B0","22 Water ST
Baddeck, NS B0E 1B0
(46.07453, -60.9201)"
"007060","Eating Establishment","Arch & Po","200 St. George ST","Annapolis Royal","NS","B0S 1A0","200 St. George ST
Annapolis Royal, NS B0S 1A0
(44.74529, -65.51916)"
"007061","Eating Establishment","Meltwich Food Co.","5525 Spring Garden RD",,"NS","B3J 1G8","5525 Spring Garden RD
, NS B3J 1G8
(44.64288, -63.57751)"
"007062","Special Premises","Seawind Landing Country Inn","159 Wharf RD","Charlos Cove","NS","B0H 1T0","159 Wharf RD
Charlos Cove, NS B0H 1T0
(45.24701, -61.32564)"
"007063","Eating Establishment","Umai Sushi","771 Bedford","Bedford","NS","B4A 1A1","771 Bedford
Bedford, NS B4A 1A1
(44.70844, -63.66683)"
"007064","Eating Establishment","The Opus Cafe & Catering","18 Wilfred Jackson WA","Dartmouth","NS","B2Z 1A8","18 Wilfred Jackson WA
Dartmouth, NS B2Z 1A8
(44.70173, -63.47158)"
"007065","Eating Establishment","Jessy's Pizza (Truro)","109 Robie ST","Truro","NS","B2N 1K8","109 Robie ST
Truro, NS B2N 1K8
(45.36827, -63.3101)"
"007066","Eating Establishment","Peppercorn's Eatery","936 Bedford HY","Bedford","NS","B4A 3P1","936 Bedford HY
Bedford, NS B4A 3P1
(44.71482, -63.67916)"
"007067","Eating Establishment","The Tipsy Gull","232 B Main ST","Yarmouth","NS","B5A 1C9","232 B Main ST
Yarmouth, NS B5A 1C9
(43.83342, -66.1202)"
"007068","Lounge","The Tipsy Gull","232 B Main ST","Yarmouth","NS","B5A 1C9","232 B Main ST
Yarmouth, NS B5A 1C9
(43.83342, -66.1202)"
"007070","Special Premises","Red Barn","1957 Kings RD","Sydney","NS","B1L 1C6","1957 Kings RD
Sydney, NS B1L 1C6
(46.086, -60.25184)"
"007071","Eating Establishment","Virani's Pizza","325 Washmill Lake DR","Halifax","NS","B3S 0C4","325 Washmill Lake DR
Halifax, NS B3S 0C4
(44.64712, -63.66355)"
"007073","Lounge","Au Liban Lebanese Cuisine","1460 Lower Water ST","Halifax","NS","B3J 3Z2","1460 Lower Water ST
Halifax, NS B3J 3Z2
(44.64458, -63.56999)"
"007074","Eating Establishment","Jinloong Chinese Restaurant","518 Sackville","Lower Sackville","NS","B4C2R8","518 Sackville
Lower Sackville, NS B4C2R8
(44.76631, -63.68277)"
"007075","Special Premises","Sailor Bup's Barbershop","5281 Sackville ST","Halifax","NS","B3J 1K9","5281 Sackville ST
Halifax, NS B3J 1K9
(44.64562, -63.57597)"
"007076","Eating Establishment","Main & Mersey Coffee Bar & Dining Room","267 Main ST","Liverpool","NS","B0T 1K0","267 Main ST
Liverpool, NS B0T 1K0
(44.03836, -64.71621)"
"007077","Eating Establishment","Peppery Pizza and Poutine","512 Sackville DR","Lower Sackville","NS","B4C 2B8","512 Sackville DR
Lower Sackville, NS B4C 2B8
(44.76627, -63.68254)"
"007078","Special Premises","The Bridal Suite","1289 MacLellans Brook RD","New Glasgow","NS","B2H 5C7","1289 MacLellans Brook RD
New Glasgow, NS B2H 5C7
(45.54559, -62.59676)"
"007080","Special Premises","Cineplex Cinemas, Sydney","325 Prince ST","Sydney","NS","B1P 5K6","325 Prince ST
Sydney, NS B1P 5K6
(46.13933, -60.18634)"
"007082","Special Premises","The Village Square","16 Dentith RD","Halifax","NS","B3R 2H9","16 Dentith RD
Halifax, NS B3R 2H9
(44.61313, -63.61975)"
"007083","Special Premises","District 33 Winery","4297 Sandy Point RD","Jordan Bay","NS","B0T 1W0","4297 Sandy Point RD
Jordan Bay, NS B0T 1W0
(43.71863, -65.22999)"
"007084","Eating Establishment","Rockin Rogi Diner","101 Commercial ST","Middleton","NS","B0S 1P0","101 Commercial ST
Middleton, NS B0S 1P0
(44.94426, -65.06928)"
"007085","Lounge","Nook & Cranny on the Water","50 Caladh AV","Pictou","NS","B0K 1H0","50 Caladh AV
Pictou, NS B0K 1H0
(45.67519, -62.71054)"
"007086","Special Premises","The Sanctuary Arts Centre","100 Ochterloney ST","Dartmouth","NS","B2Y 1C5","100 Ochterloney ST
Dartmouth, NS B2Y 1C5
(44.66828, -63.56649)"
"007087","Club","Kinsmen Club of Bible Hill","40 Douglas ST","Truro","NS","B2B 2E7","40 Douglas ST
Truro, NS B2B 2E7
(45.3585, -63.27492)"
"007088","Special Premises","Cineplex Cinemas, Truro","20 Treaty Trail","Millbrook","NS","B2N 5A9","20 Treaty Trail
Millbrook, NS B2N 5A9
(45.33267, -63.30568)"
"007089","Special Premises","Loch Lomond Fire Hall","3349 Loch Lomand RD","Loch Lomond","NS","B2E 1C5","3349 Loch Lomand RD
Loch Lomond, NS B2E 1C5
(45.76775, -60.56576)"
"007090","Special Premises","Wandlyn Inn -Amherst","1539 Southampton RD","Amherst","NS","B4H 3Z2","1539 Southampton RD
Amherst, NS B4H 3Z2
(45.81917, -64.2367)"
